language,include,category,item,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source zotero,source human,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,modifier type revised,modifier similarity,sensory,headword type,headword similarity,mechanism
English,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,seed,,,,fennel-seed,,,,alternative,,,,,,,no,,,OED,,yes,fennel-seed,OED,https://www.oed.com/view/Entry/69273?redirectedFrom=fennel-seed#eid4624139,,c1000,11,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,fennel,seed,,fennel,seed,plant part,plant part,,,prototype,,
English,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,plant; fruit,,,,Indian fennel,,,,alternative,,,,,cultivar; Fæniculum Panmorium,,no,,van_wyk_culinary_2014,OED,,yes,,OED,https://www.oed.com/view/Entry/69273?redirectedFrom=Indian+fennel+#eid4623902,,?,?,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Indian,fennel,,Indian,fennel,,geographic origin,geographic origin,,,prototype,,
English,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,plant; fruit,,,,sweet fennel,,,,alternative,,,,,cultivar; Fæniculum dulce or officinale; for leaves,,no,,van_wyk_culinary_2014,OED,,yes,,OED,https://www.oed.com/view/Entry/69273?redirectedFrom=Indian+fennel+#eid4623902,,1796,18,,,,,,,,,,,,,,x,"C. Marshall Introd. Knowl. & Pract. Gardening xvi. 331   Sweet fennel is an annual, cultivated for its seeds in medicine.",,analyzable,compound,2.0,no,,modified,yes,,sweet,fennel,,sweet,fennel,,taste,taste,,gustatory,prototype,,
Chinese,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,茴香,茴香,huíxiāng,,,,default,done,hui-spice,fennel,,also anise,,yes,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%8C%B4%E9%A6%99,801,9,Tang,CTP,,Tongdian,,,,,,,16212,0.98,,,,,analyzable,compound,2.0,no,,modified,yes,,huí,xiāng,,hui [Muslim],spice,,source,source,,,function,,
Chinese,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,蘹香,蘹香,huáixiāng,,,,alternative,,huai-spice,,,Ancient Chinese,,,,,,,,,,,,,,,,,,,,,,,,10,<,,,,,analyzable,compound,2.0,no,https://dict.revised.moe.edu.tw/dictView.jsp?ID=84764,modified,yes,,huái,xiāng,,huái,spice,,,,,,,,
Chinese,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,甜茴香,甜茴香,tiánhuíxiāng,,,,alternative,,sweet-fennel,,,https://www.hhbky.com/yanghua/zhiwuzhishi/139696.html,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2.0,no,,modified,yes,,tián,huíxiāng,,sweet,fennel,,taste,taste,,gustatory,prototype,,
Chinese,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,小茴香,小茴香,xiǎohuíxiāng,,,,alternative,,small-anise,,,in TCM,,,,,,,,,,,,,,,,,,,,,,,,2352,0.14,,,,,analyzable,compound,2.0,no,,modified,yes,,xiǎo,huíxiāng,,little,fennel,,size,size,,visual,prototype,,
Arabic,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,الشمر, شمر,shamar,,,,default,done,,fennel,Semitic borrowing,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%B4%D9%85%D8%B1#Arabic,c999?,10?,,CHECK,,,,,"[word=""الشمر""] | [word=""شمر""] | [word=""الشمرة""] | [word=""شمرة""] | [word=""الشمار""] | [word=""شمار""]",WRONG personal name,,?,,?,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,shamar,,,shamar,,,,,,,,
Arabic,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,الشمرة,شمرة,"shamra, shumra",,الشمرة الشائعة,,alternative,,,fennel,,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,,,,,,,,,,"[word=""شمرة""] | [word=""الشمرة""]",?,1.0,<,830,0.01,,,,,analyzable,derived,,yes,phonetic,basic,,,,shamra,,,shamra,,,,,,prototype,,
Arabic,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,البسباس,بسباس,basbās,بسباسة,basbāsa; bisbāsa,,alternative,,,fennel,Maghreb,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%A8%D8%B3%D8%A8%D8%A7%D8%B3,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,basbās,,,basbās,,,,,,,,
Arabic,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,الرازيانج ,رازيانج,rāzyānj,,,,alternative,,,fennel; dill,lane,"Borrowed from Middle Persian *rāziyānag. Compare Persian رازیانه‎ (râziyâne),",,,,,,,,,,,https://en.wiktionary.org/wiki/%D8%B1%D8%A7%D8%B2%D9%8A%D8%A7%D9%86%D8%AC,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,rāzyānj,,,rāzyānj,,,,,,,,
Arabic,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,الشمار, شمار,shamār,,,,alternative,,,fennel,,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,shamār,,,shamār,,,,,,,,
Arabic,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,السنوت,سنوت,sunūt,,,,alternative,,,dill; fennel; cumin,lane,"Compare سَنَا‎ (sanā, “senna”), denoting plants and their seeds of similar avail; the ending -ūt is an Aramaic suffix; whereas according to G. S. Colin it seems to be a Yemenite, i. e. Modern South Arabian word; however it is but attested in Old Armenian սամիթ (samitʿ, “dill”). The Sunna use occurs in the same format (as a cure of every disease short of fatality) with شُونِيز‎ (šūnīz); its meaning, kalonji, withal, is not ascribed to سَنُّوت (sannūt), and the tradition affirms that the original wording was الحَبّةُ السَوْدَاءُ‎ (al-ḥabbatu s-sawdāʾu) and not الشُونِيزُ‎ (aš-šūnīzu).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,sunūt,,,sunūt,,,,,,,,
English,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,plant,yes,,,fenugreek,,,,default,done,,,,,,no,,van_wyk_culinary_2014,OED,,yes,fenugreek,OED,https://www.oed.com/view/Entry/69289,,c1000,11,,OED,,,,,,,,,,,,"Old English fenogræcum , Latin faenugraecum for faenum Graecum Greek hay, the name given by the Romans (see quot. 1861 at sense 1). The Middle English and later forms are < French fenugrec = Provençal fenugrec, fengrec.",,,semi-analyzable,compound,2.0,yes,phonetic,cranberry,,,,fenugreek,,,fenugreek,,,,,,,,
English,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,spice,,,,fenugreek-seed,,,,alternative,,,,,,,no,,,OED,,yes,fenugreek-seed,OED,https://www.oed.com/view/Entry/69289?redirectedFrom=+fenugreek-seed#eid4625765,,1614,17,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,fenugreek,seed,,fenugreek,seed,plant part,plant part,,,prototype,,
Chinese,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,,葫,胡芦巴,胡蘆巴,húlúbā,,,,default,done,barbarian-reeds-ba,,,,,,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%83%A1%E8%98%86%E5%B7%B4,1408,15,Song,SS,,Song Huiyao Jigao,,,,,,,307,0.02,,,,,semi-analyzable,compound,,yes,phonetic,basic,no,,,húlúbā,,,húlúbā,,,,,,,,
Arabic,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,,,الحلبة,حلبة,ḥulba,,ḥuluba,,default,done,,,,,,,,,"Lane, 1863",,,,lane_arabic-english_1863,,https://en.wiktionary.org/wiki/%D8%AD%D9%84%D8%A8%D8%A9,a791,8,,KSUCCA,,al-Farahidi,al-Farahidi Kitab al-Ayn,,"[word=""الحلبة""] | [word=""حلبة""]",WRONG Also means racetrack,684.0,11.46,52617,6.32,,,,,analyzable,derived,,no,,basic,,,,ḥulba,,,ḥulba,,,,,,prototype,,
English,yes,ginger,ginger,Zingiber officinale,Asia,spice; plant,yes,,,ginger,,,,default,done,,,,see Ross,,no,,van_wyk_culinary_2014,OED,,yes,ginger,OED,https://www.oed.com/view/Entry/78372,,eOE,7,,OED,9,,,,,,,,,,,"Originally < post-classical Latin gingiber (see below); subsequently reinforced by Anglo-Norman gingevere, gyngyver, ginguivre, gingefre, gingure, gynger, Anglo-Norman and Old French (Normandy) gingivere, Anglo-Norman and Old French, Middle French gingibre, gingembre (12th cent.; end of the 11th cent. in Rashi as jenjevre; French gingembre) < post-classical Latin gingiber (4th cent.; frequently from 12th cent. in British sources), variant of classical Latin zingiber , zingiberi (Pliny; in post-classical Latin also zinziber , zinziberi (6th cent.)) < Hellenistic Greek ζιγγίβερις , ζιγγίβερι (Dioscorides), < Pali siṅgivera or its etymon, a Dravidian compound < the Dravidian base of Malayalam iñci , Tamil iñci ginger (both with regular loss of an initial sibilant) + the Dravidian base of Malayalam vēr , Tamil vēr root (compare vetiver n.). The Dravidian base of e.g. Malayalam iñci is in turn a borrowing < an unidentified language of south-east Asia; for parallels in other, mutually unrelated, languages compare e.g. Khasi sying (pronounced /sʔiŋ/), Thai khing, Vietnamese gừng, Chinese jiāng (already in Old Chinese), all in sense ‘ginger’.","Bald's Leechbk. (Royal) (1865) i. xiv. 56   Wiþ seaðan, recels lytel, swefl, swegles æppel, weax, gingifer.",,unanalyzable,simple,1.0,yes,phonetic,basic,,,,ginger,,,ginger,,,,,,,,
English,yes,ginger,ginger,Zingiber officinale,Asia,spice,,,,black ginger,,,,specific,,,ginger root which has not had the dark outer skin scraped away,,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/19670?redirectedFrom=black+ginger#eid184660274,,1613,17,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,black,ginger,,black,ginger,,color,color,,visual,prototype,,
English,yes,ginger,ginger,Zingiber officinale,Asia,spice,,,,ginger root,,gingerroot,,specific,,,the rhizome of the ginger plant,,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/78372?redirectedFrom=gingerroot#eid2903550,,1597,16,,,,,,,,,,,,,,,"J. Gerard Herball i. xxxviii. 55   I was not ignorant, that there had been oft Ginger rootes brought greene, new and full of iuice from the Indies to Antwerpe.",,analyzable,compound,2.0,no,,modified,yes,,,ginger,root,,ginger,root,plant part,plant part,,,prototype,,
English,yes,ginger,ginger,Zingiber officinale,Asia,spice,,,,ginger spice,,,,specific,,,"a hot, fragrant spice made from the dried and powdered rhizome of ginger",,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/78372?redirectedFrom=ginger+spice#eid2903849,,1530,16,,,,,,,,,,,,,,,"J. Palsgrave Lesclarcissement 225/1   Ginger spyce, gingembre.",,analyzable,compound,2.0,no,,modified,yes,,ginger,spice,,spice,ginger,,function,function,,,prototype,,
English,yes,ginger,ginger,Zingiber officinale,Asia,spice,,,,green ginger,,,,specific,,,"undried ginger root, often preserved",,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/81167?redirectedFrom=green+ginger#eid184660375,,1393,14,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,green,ginger,,green,ginger,,color,color,,visual,prototype,,
English,yes,ginger,ginger,Zingiber officinale,Asia,spice,,,,white ginger,,,,specific,,,ginger root from which the skin was removed prior to drying or preserving.,,now rare,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/228566#eid184660068,,?c1425,15,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,white,ginger,,white,ginger,,color,color,,visual,prototype,,
Chinese,yes,ginger,ginger,Zingiber officinale,Asia,spice,,姜,薑,jiāng,,,OC /*kaŋ/,default,done,ginger,,,From Proto-Sino-Tibetan *kjaŋ (“ginger”). Compare Burmese ချင်း (hkyang:).,,,,,"Kleeman, 2010",,yes,360,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%96%91,-221,-3,Spring and Autumn - Warring States,CTP,,Analects; SWJZ,,,,,,,239753,14.45,,,,,unanalyzable,simple,,no,,basic,no,,,jiāng,,,jiāng,,,,,,,,
Chinese,yes,ginger,ginger,Zingiber officinale,Asia,spice,,干姜,幹薑,gānjiāng,,,,specific,,dry-ginger,dried ginger,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,gān,jiāng,,dry,ginger,,form,form,,,prototype,,
Chinese,yes,ginger,ginger,Zingiber officinale,Asia,spice,,鲜姜,鮮薑,xiānjiāng,,,,specific,,fresh-ginger,fresh ginger,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,xiān,jiāng,,fresh,ginger,,form,form,,,prototype,,
Arabic,yes,ginger,ginger,Zingiber officinale,Asia,,,الزنجبيل,زنجبيل,zanjabīl,,,,default,done,,,Quran 76:17,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%B2%D9%86%D8%AC%D8%A8%D9%8A%D9%84,a632,7,,manual,,Quran,,,"[word=""الزنجبيل""] | [word=""زنجبيل""]",,278.0,4.66,12084,1.45,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,zanjabīl,,,zanjabīl,,,,,,,,
Arabic,yes,ginger,ginger,Zingiber officinale,Asia,,,الجنزبيل,جنزبيل,janzabīl,,,,alternative,,,,formed by metathesis (transposition); Egyptian?,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,,,,,,,,,,,,0.0,0,89,0.01,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,janzabīl,,,janzabīl,,,,,,,,
English,yes,long pepper,long pepper,Piper longum,Asia,spice; plant,yes,,,long pepper,,,,default,done,,,,loan tr. Latin; After classical Latin piper longus,,yes,,van_wyk_culinary_2014,OED,,yes,long pepper,OED,https://www.oed.com/view/Entry/109975?redirectedFrom=long+pepper#eid38794535,,eOE,7,,OED,9,Bald's Leechbook,,,,,,,,,,"Long pepper was formerly supposed to be the flowers or unripe fruits of the pepper plant, Piper nigrum.  [After classical Latin piper longus; compare Anglo-Norman as poivre lonc (13th cent.; Middle French, French poivre long) and also Middle Dutch lanc peper (Dutch lange peper), Middle Low German lanc pēper, lancpēper, Old High German langpfeffar (Middle High German langer pheffer, German langer Pfeffer), Old Swedish langa pipar (Swedish långpeppar).] ",Bald's Leechbk. (Royal) (1865) ii. vii. 186   Genim..langes pipores x corn.,,analyzable,compound,2.0,yes,calque,modified,yes,,long,pepper,,long,pepper,,shape,shape,,visual,prototype similarity,,calque
English,yes,long pepper,long pepper,Piper retrofactum,Asia,plant; spice,,,,Balinese long pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,Balinese,long pepper,,Balinese,long pepper,,geographic origin,geographic origin,,,prototype,,
English,yes,long pepper,long pepper,Piper longum,Asia,plant; spice,,,,Indian long pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,Indian,long pepper,,Indian,long pepper,,geographic origin,geographic origin,,,prototype,,
English,yes,long pepper,long pepper,Piper retrofactum,Asia,plant; spice,,,,Javanese long pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,Javanese,long pepper,,Javanese,long pepper,,geographic origin,geographic origin,,,prototype,,
English,yes,long pepper,long pepper,Piper longum,Asia,plant; spice,,,,pippali,,,,alternative,,,,,from Sanskrit,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1.0,yes,phonetic,basic,,,,pippali,,,pippali,,,,,,,,
English,yes,long pepper,long pepper,Piper longum,Asia,plant; spice,,,,thippali,,,,alternative,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1.0,yes,phonetic,basic,,,,thippali,,,thippali,,,,,,,,
Chinese,yes,long pepper,long pepper,Piper longum,Asia,spice,,荜拨,蓽撥,bìbō,逼撥 (逼拨),bìbō,,default,done,,,,,,,,hu_food_2005,"Hu, 2005",,yes,,,,https://en.wiktionary.org/wiki/%E8%93%BD%E6%8B%94,801,9,Tang,CTP,,Tongdian,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbō,,,bìbō,,,,,,,,
Chinese,yes,long pepper,long pepper,Piper longum,Asia,spice,,荜茇,蓽茇,bìbá,蓽拔,bìbá,MC /piɪt̚  buɑt̚/,alternative,,,long pepper,bi-betel,from Sanskrit pippali,,,,,"Defrancis, 2003",,yes,47,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%93%BD%E6%8B%94,,,,,,YYZZ 18 56,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbá,,,bìbá,,,,,,,,
Chinese,yes,long pepper,long pepper,Piper longum,Asia,spice,,毕勃,畢勃,bìbó,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbó,,,bìbó,,,,,,,,
Arabic,yes,long pepper,long pepper,Piper chaba; et al.,Asia,,,الدارفلفل,دارفلفل,dārfilfil,دار فلفل,dār fulful,,default,done,,long pepper (Egy.),,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B1%D9%81%D9%84%D9%81%D9%84,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,"([word=""دار|الدار""] + [word=""فلفل|الفلفل""]) | [word=""دارفلفل|الدارفلفل""]",,80.0,1.34,77,0.01,,,,,semi-analyzable,compound,,yes,phonetic,cranberry,,,,dārfilfil,,,dārfilfil,,,,,,,,
English,yes,nutmeg,mace,Myristica fragrans,Asia,spice,yes,,,mace,,,,default,done,,,,,,no,,van_wyk_culinary_2014,OED,,yes,mace,OED,https://www.oed.com/view/Entry/111787,,1234,13,,OED,,,,,,,,,,,,"Origin: Either (i) a borrowing from French. Or (ii) a borrowing from Latin. Etymons: French macis; Latin macis. Etymology: < Old French macis (although only attested slightly later than in Middle English) or its etymon post-classical Latin macis aril surrounding the nutmeg (12th cent.). The form macis was taken as a plural in Middle English and a new singular mace was formed from it. Compare Old Occitan macis (14th cent.), Italian macis, †mace (14th cent.), Spanish macis (1525), Portuguese macis (14th cent.). It is uncertain whether there is any connection with classical Latin macir resin of an Indian tree (Pliny), Hellenistic Greek μάκιρ. There is no probable connection with classical Latin maccis, the name of an imaginary spice in Plautus.","Close Roll, 18 Henry III (P.R.O.: C 54/45) m. 29   x. li. de Gariofil [et] x. li. de maces [et] x. li. de folio.",,unanalyzable,simple,1.0,yes,phonetic,basic,,,,mace,,,mace,,,,,,,,
Chinese,yes,nutmeg,mace,Myristica fragrans,Asia,spice,,肉豆蔻皮,肉豆蔻乾皮,ròudòukòugānpí,,肉荳蔻皮 ròudòukòupí; 肉豆蔻假种皮  ròudòukòujiǎzhǒngpí,,default,done,nutmeg-skin,,,,,,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%82%89%E8%B1%86%E8%94%BB,1819,19,Modern,Books,,,,https://books.google.com.hk/books?id=50zlAAAAMAAJ&pg=RA3-PA120&dq=%E8%82%89%E8%B1%86%E8%94%BB%E4%B9%BE%E7%9A%AE&hl=en&sa=X&ved=2ahUKEwia2-2A0pb5AhWeqFYBHbRkCq0Q6AF6BAgIEAI#v=onepage&q=%E8%82%89%E8%B1%86%E8%94%BB%E4%B9%BE%E7%9A%AE&f=false,,,,,,,,,,,analyzable,compound,4.0,no,,modified,yes,,ròu,dòukòu,gānpí,flesh,cardamom,gānpí,plant part,plant part,,,prototype similarity,,
Arabic,yes,nutmeg,mace,Myristica fragrans,Asia,,,,بسباس,basbās,بسباسة,basbāsa; bisbāsa,,default,done,,mace,Egypt,from Persian,,,,amar_arabian_2017,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%A8%D8%B3%D8%A8%D8%A7%D8%B3,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,"[word=""بسباس""] | [word=""بسباسة""] | [word=""البسباس""] | [word=""البسباسة""] ","WRONG, name of woman in Imru' ul-Qays",66.0,1.11,715,0.09,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,basbās,,,basbās,,,,,,,,
Arabic,yes,nutmeg,mace,Myristica fragrans,Asia,,,,قشرة جوز الطيب ,qishrat jawz al-ṭīb,,,,alternative,,peel of the nut of fragrance,mace,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,,jawz al-ṭīb,qishrat,,nutmeg,peel,plant part,plant part,,,prototype,,
English,yes,nutmeg,nutmeg,Myristica fragrans,Asia,spice; plant,yes,,,nutmeg,,,,default,done,,,,,,no,,van_wyk_culinary_2014,OED,,yes,nutmeg,OED,https://www.oed.com/view/Entry/129313,,1387,14,,OED,,,,,,,,,,,,"Origin: Either (i) formed within English, by compounding; probably modelled on a French lexical item. Or (ii) a borrowing from French, combined with an English element; probably modelled on a French lexical item. Etymons: nut n.1, English muge; French muge, mugue. Etymology: < nut n.1 + a second element which is either Middle English muge musk (rare; also denoting a fragrant herb, probably sweet woodruff; compare in this sense Anglo-Norman muge de bois (c1265), post-classical Latin herba muscata (14th cent. in a British source), and mugget n.2) or its etymon Anglo-Norman muge, mugue and Old French mugue musk (end of the 11th cent.; ultimately < post-classical Latin muscus musk n.), probably after Anglo-Norman nois mugette (also nois muscade, nois muscate) and Middle French noix muguette (14th cent.; 12th cent. in Old French as noiz mugate, noiz muguete, noiz muscade, noiz muscate, 13th cent. as noiz musgade; French noix muscade). No compound in mugue musk, directly paralleling the English word, is attested in either Anglo-Norman or Old French, but compare post-classical Latin nux muga (1325), nux de muga (1314; both in British sources); compare also post-classical Latin nux mugata (1328, 1372 in British sources). Compare Catalan nou moscada (1249 as nou noscada ), Old Occitan noz muscada (c1250), Italian noce moscata (early 14th cent. in plural as noci moscade , noci moscate ), Spanish nuez moscada (14th cent.; also 1493 or earlier as nuez muscada ), post-classical Latin nux muscata (see nux moschata n.).   The Romance compound has been borrowed into several Germanic languages, compare Middle Dutch notemusscate (Dutch nootmuskaat , notemuskaat ; also muskaatnoot denoting the fruit containing the nutmeg), Middle High German muscātnuz (German Muskatnuss ), Swedish muskotnöt , Danish muskatnød .   The vowel of the second element in the β and γ forms is unexplained.   The U.S. regional γ forms nutten-egg and nuttin'-aig probably represent reanalysis by folk etymology as if < nuttin' n. + egg n.   Sense A. 4 is often said to be a survival in a transferred use of sense A. 3, but the lack of 20th-cent. evidence of the latter suggests that there may be some other origin. It has also often been suggested that this sense arose from rhyming slang for leg, but there is no independent evidence to support this assumption. (Show Less)",Foreign Accts. (Public Rec. Office) (MED)   xlv lb. de Nutimenge [perh. read Nutimeuge].,,semi-analyzable,compound,2.0,yes,phonetic,cranberry,no,,,nutmeg,,,nutmeg,,,,,,,,
Chinese,yes,nutmeg,nutmeg,Myristica fragrans,Asia,spice; seed; plant,,肉豆蔻,肉豆蔻,ròudòukòu,,肉荳蔻,,default,done,flesh-bean-cardamom,,,BCGM,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%82%89%E8%B1%86%E8%94%BB#Chinese,978,10,Northern Song,CTP,,Taiping Guangji,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,ròu,dòukòu,,flesh,cardamom,,descriptive,descriptive,,,prototype similarity,,
Chinese,yes,nutmeg,nutmeg,Myristica fragrans,Asia,spice,,肉荳蔻籽粉,肉荳蔻籽粉,ròudòukòuzǐfěn,,,,alternative,,flesh-bean-cardamom-seed-powder,,,,,,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,,,,,,,,,,,,,,,,,,,,analyzable,compound,4.0,no,,modified,yes,,ròu,dòukòu,zǐfěn,flesh,cardamom,zǐfěn,form,form,,,prototype similarity,,
Arabic,yes,nutmeg,nutmeg,Myristica fragrans,Asia,,,,جوز الطيب,jawz al-ṭīb,,,,default,done,fragrant nut,nutmeg,,Arabization,,,,amar_arabian_2017,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D8%AC%D9%88%D8%B2_%D8%A7%D9%84%D8%B7%D9%8A%D8%A8,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,جوز الطيب,,4.0,0.07,309,0.04,,,,,analyzable,compound,,yes,calque,modified,,,al-ṭīb,jawz,,of fragrance,nut,,smell,smell,,olfactory,prototype similarity,,
Arabic,yes,nutmeg,nutmeg,Myristica fragrans,Asia,,,,جوز بوى,jawz bawwā,,jawz bawwā,,alternative,,fragrant nut,nutmeg,,bawwā also with alif; from Persian bū `scent',,,,amar_arabian_2017,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,yes,phonetic,modified,,,bawwā,jawz,,scent,nut,,smell,smell,,olfactory,prototype similarity,,
Arabic,yes,nutmeg,nutmeg,Myristica fragrans,Asia,,,,داركيسة,dārkīsa,,,,alternative,,,nutmeg,"From Persian دار کیسه‎ (dār kīsa, literally “pouch tree”)",???,,,,amar_arabian_2017,"Amar, 2017",,,,,,,1025,11,,,,Ibn Sina,Qanun,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,dārkīsa,,,dārkīsa,,,,,,,,
